agent_id,tour_id,from_zone_id,to_zone_id,from_origin_node_id,to_destination_node_id,departure_time_in_min,end_time_in_min,travel_time_in_min,demand_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
45661,45661,92,324,92,324,507.27,513.90,6.63,1,1,10.00,1,10,4.05,
45662,45662,57,371,57,371,507.27,514.00,6.73,1,1,10.00,1,10,3.31,
45663,45663,57,239,57,239,507.27,514.80,7.53,1,1,10.00,1,15,3.87,
45664,45664,16,448,16,448,507.27,511.90,4.63,1,1,10.00,1,0,1.89,
45665,45665,92,191,92,191,507.27,515.40,8.13,1,1,10.00,1,0,4.64,
45666,45666,57,285,57,285,507.27,514.00,6.73,1,1,10.00,1,5,3.03,
45667,45667,57,377,57,377,507.27,513.50,6.23,1,1,10.00,1,0,2.78,
45668,45668,57,261,57,261,507.27,545.20,37.93,1,1,10.00,1,5,3.81,
45669,45669,57,20,57,20,507.27,516.40,9.13,1,1,10.00,1,0,4.17,
45670,45670,57,116,57,116,507.27,546.10,38.83,1,1,10.00,1,10,4.39,
45671,45671,92,179,92,179,507.27,543.50,36.23,1,1,10.00,1,5,3.38,
45672,45672,104,321,104,321,507.27,517.00,9.73,1,1,10.00,1,0,3.86,
45673,45673,16,325,16,325,507.27,511.80,4.53,1,1,10.00,1,15,1.40,
45674,45674,77,245,77,245,507.27,513.60,6.33,1,1,10.00,1,5,3.45,
45675,45675,16,237,16,237,507.27,513.10,5.83,1,1,10.00,1,0,1.72,
45676,45676,77,304,77,304,507.27,515.10,7.83,1,1,10.00,1,0,3.71,
45677,45677,92,267,92,267,507.27,513.90,6.63,1,1,10.00,1,15,4.16,
45678,45678,77,203,77,203,507.27,516.00,8.73,1,1,10.00,1,15,3.83,
45679,45679,77,396,77,396,507.27,513.20,5.93,1,1,10.00,1,10,2.68,
45680,45680,92,192,92,192,507.27,516.90,9.63,1,1,10.00,1,0,3.13,
45681,45681,92,363,92,363,507.27,516.40,9.13,1,1,10.00,1,15,3.12,
45682,45682,16,449,16,449,507.27,511.30,4.03,1,1,10.00,1,0,1.55,
45683,45683,77,436,77,436,507.27,512.70,5.43,1,1,10.00,1,15,2.35,
45684,45684,104,322,104,322,507.27,515.30,8.03,1,1,10.00,1,0,4.80,
45685,45685,77,120,77,120,507.27,516.50,9.23,1,1,10.00,1,0,4.17,
45686,45686,77,303,77,303,507.27,515.20,7.93,1,1,10.00,1,5,3.47,
45687,45687,16,445,16,445,507.27,511.90,4.63,1,1,10.00,1,0,1.79,
45688,45688,57,330,57,330,507.27,512.20,4.93,1,1,10.00,1,15,3.03,
45689,45689,104,190,104,190,507.27,518.20,10.93,1,1,10.00,1,15,4.23,
45690,45690,77,204,77,204,507.27,515.50,8.23,1,1,10.00,1,10,3.96,
45691,45691,92,141,92,141,507.27,543.70,36.43,1,1,10.00,1,10,3.44,
45692,45692,104,115,104,115,507.27,518.70,11.43,1,1,10.00,1,5,4.77,
45693,45693,77,259,77,259,507.27,545.80,38.53,1,1,10.00,1,10,4.04,
45694,45694,16,372,16,372,507.27,511.80,4.53,1,1,10.00,1,15,1.10,
45695,45695,16,236,16,236,507.27,541.90,34.63,1,1,10.00,1,15,2.10,
45696,45696,57,209,57,209,507.27,517.90,10.63,1,1,10.00,1,10,3.76,
45697,45697,92,193,92,193,507.27,515.10,7.83,1,1,10.00,1,5,4.52,
45698,45698,57,205,57,205,507.27,514.90,7.63,1,1,10.00,1,10,4.02,
45699,45699,57,262,57,262,507.27,545.30,38.03,1,1,10.00,1,15,3.80,
45700,45700,57,19,57,19,507.27,515.00,7.73,1,1,10.00,1,0,3.54,
45701,45701,92,246,92,246,507.27,515.40,8.13,1,1,10.00,1,15,4.15,
45702,45702,104,227,104,227,507.27,516.30,9.03,1,1,10.00,1,15,5.29,
45703,45703,57,357,57,357,507.27,513.30,6.03,1,1,10.00,1,5,3.22,
45704,45704,104,259,104,259,507.27,516.50,9.23,1,1,10.00,1,10,5.52,
45705,45705,92,242,92,242,507.27,542.90,35.63,1,1,10.00,1,10,3.06,
45706,45706,57,329,57,329,507.27,512.60,5.33,1,1,10.00,1,15,3.02,
45707,45707,92,291,92,291,507.27,513.00,5.73,1,1,10.00,1,5,3.79,
45708,45708,77,302,77,302,507.27,513.80,6.53,1,1,10.00,1,10,3.58,
45709,45709,92,137,92,137,507.27,517.10,9.83,1,1,10.00,1,15,4.98,
45710,45710,104,323,104,323,507.27,515.50,8.23,1,1,10.00,1,10,4.86,
45711,45711,16,235,16,235,507.27,513.40,6.13,1,1,10.00,1,10,1.85,
45712,45712,92,194,92,194,507.27,517.20,9.93,1,1,10.00,1,10,3.26,
45713,45713,57,190,57,190,507.27,518.70,11.43,1,1,10.00,1,15,3.93,
45714,45714,92,266,92,266,507.27,515.20,7.93,1,1,10.00,1,15,4.15,
45715,45715,104,170,104,170,507.27,545.90,38.63,1,1,10.00,1,0,4.48,
45716,45716,77,205,77,205,507.27,518.00,10.73,1,1,10.00,1,0,4.17,
45717,45717,16,222,16,222,507.27,513.30,6.03,1,1,10.00,1,10,1.31,
45718,45718,57,312,57,312,507.27,511.80,4.53,1,1,10.00,1,5,2.77,
45719,45719,16,324,16,324,507.27,514.10,6.83,1,1,10.00,1,5,1.67,
45720,45720,57,303,57,303,507.27,515.20,7.93,1,1,10.00,1,5,3.71,
45721,45721,57,263,57,263,507.27,544.70,37.43,1,1,10.00,1,15,3.65,
45722,45722,92,115,92,115,507.27,514.60,7.33,1,1,10.00,1,5,5.47,
45723,45723,57,328,57,328,507.27,513.00,5.73,1,1,10.00,1,5,3.16,
45724,45724,57,396,57,396,507.27,513.20,5.93,1,1,10.00,1,0,2.63,
45725,45725,77,301,77,301,507.27,517.60,10.33,1,1,10.00,1,5,3.86,
45726,45726,57,168,57,168,507.27,517.10,9.83,1,1,10.00,1,0,4.44,
45727,45727,77,249,77,249,507.27,513.40,6.13,1,1,10.00,1,0,3.20,
45728,45728,77,395,77,395,507.27,513.20,5.93,1,1,10.00,1,10,2.62,
45729,45729,92,161,92,161,507.27,515.30,8.03,1,1,10.00,1,15,5.77,
45730,45730,77,206,77,206,507.27,515.30,8.03,1,1,10.00,1,10,3.77,
45731,45731,77,247,77,247,507.27,517.90,10.63,1,1,10.00,1,15,4.05,
45732,45732,92,197,92,197,507.27,543.80,36.53,1,1,10.00,1,0,3.48,
45733,45733,92,265,92,265,507.27,542.70,35.43,1,1,10.00,1,10,2.88,
45734,45734,104,180,104,180,507.27,516.70,9.43,1,1,10.00,1,15,5.48,
45735,45735,104,228,104,228,507.27,516.80,9.53,1,1,10.00,1,5,5.73,
45736,45736,16,431,16,431,507.27,515.00,7.73,1,1,10.00,1,0,2.11,
45737,45737,104,324,104,324,507.27,514.80,7.53,1,1,10.00,1,0,4.96,
45738,45738,77,300,77,300,507.27,514.50,7.23,1,1,10.00,1,5,3.37,
45739,45739,57,293,57,293,507.27,512.50,5.23,1,1,10.00,1,10,2.90,
45740,45740,57,327,57,327,507.27,513.50,6.23,1,1,10.00,1,15,3.10,
45741,45741,92,417,92,417,507.27,515.30,8.03,1,1,10.00,1,5,4.59,
45742,45742,77,260,77,260,507.27,514.60,7.33,1,1,10.00,1,15,3.62,
45743,45743,77,207,77,207,507.27,545.40,38.13,1,1,10.00,1,15,3.99,
45744,45744,77,121,77,121,507.27,516.20,8.93,1,1,10.00,1,10,4.46,
45745,45745,92,198,92,198,507.27,543.70,36.43,1,1,10.00,1,5,3.42,
45746,45746,16,323,16,323,507.27,514.50,7.23,1,1,10.00,1,0,1.61,
45747,45747,57,264,57,264,507.27,545.30,38.03,1,1,10.00,1,10,3.71,
45748,45748,92,436,92,436,507.27,514.80,7.53,1,1,10.00,1,15,4.18,
45749,45749,92,429,92,429,507.27,515.40,8.13,1,1,10.00,1,5,4.62,
45750,45750,104,120,104,120,507.27,518.70,11.43,1,1,10.00,1,5,4.73,
45751,45751,57,326,57,326,507.27,514.20,6.93,1,1,10.00,1,5,3.64,
45752,45752,77,437,77,437,507.27,512.50,5.23,1,1,10.00,1,5,2.30,
45753,45753,77,299,77,299,507.27,514.80,7.53,1,1,10.00,1,15,3.43,
45754,45754,92,264,92,264,507.27,515.70,8.43,1,1,10.00,1,5,4.36,
45755,45755,92,151,92,151,507.27,514.60,7.33,1,1,10.00,1,0,4.39,
45756,45756,77,208,77,208,507.27,515.00,7.73,1,1,10.00,1,15,3.65,
45757,45757,77,420,77,420,507.27,513.40,6.13,1,1,10.00,1,10,2.57,
45758,45758,77,231,77,231,507.27,515.20,7.93,1,1,10.00,1,5,3.56,
45759,45759,104,325,104,325,507.27,515.60,8.33,1,1,10.00,1,15,5.09,
45760,45760,57,279,57,279,507.27,518.00,10.73,1,1,10.00,1,0,3.93,
45761,45761,92,199,92,199,507.27,515.40,8.13,1,1,10.00,1,15,4.71,
45762,45762,57,381,57,381,507.27,512.70,5.43,1,1,10.00,1,5,2.65,
45763,45763,16,231,16,231,507.27,510.50,3.23,1,1,10.00,1,0,0.71,
45764,45764,77,298,77,298,507.27,514.60,7.33,1,1,10.00,1,10,3.76,
45765,45765,57,225,57,225,507.27,545.60,38.33,1,1,10.00,1,5,3.81,
45766,45766,77,209,77,209,507.27,514.70,7.43,1,1,10.00,1,5,3.65,
45767,45767,57,325,57,325,507.27,514.90,7.63,1,1,10.00,1,5,3.20,
45768,45768,92,316,92,316,507.27,514.80,7.53,1,1,10.00,1,5,4.48,
45769,45769,57,409,57,409,507.27,513.30,6.03,1,1,10.00,1,0,2.73,
45770,45770,57,207,57,207,507.27,545.90,38.63,1,1,10.00,1,0,3.93,
45771,45771,104,229,104,229,507.27,516.50,9.23,1,1,10.00,1,10,5.09,
45772,45772,104,177,104,177,507.27,516.80,9.53,1,1,10.00,1,5,6.84,
45773,45773,57,379,57,379,507.27,512.70,5.43,1,1,10.00,1,5,2.74,
45774,45774,92,348,92,348,507.27,517.00,9.73,1,1,10.00,1,5,3.44,
45775,45775,92,214,92,214,507.27,515.10,7.83,1,1,10.00,1,5,5.80,
45776,45776,16,360,16,360,507.27,514.80,7.53,1,1,10.00,1,15,1.73,
45777,45777,92,200,92,200,507.27,516.30,9.03,1,1,10.00,1,5,4.63,
45778,45778,104,326,104,326,507.27,516.60,9.33,1,1,10.00,1,15,5.07,
45779,45779,57,265,57,265,507.27,517.50,10.23,1,1,10.00,1,10,3.87,
45780,45780,16,230,16,230,507.27,511.00,3.73,1,1,10.00,1,15,0.89,
45781,45781,92,172,92,172,507.27,515.30,8.03,1,1,10.00,1,0,4.58,
45782,45782,57,200,57,200,507.27,515.40,8.13,1,1,10.00,1,10,4.06,
45783,45783,57,324,57,324,507.27,517.20,9.93,1,1,10.00,1,0,3.62,
45784,45784,16,322,16,322,507.27,513.60,6.33,1,1,10.00,1,5,1.66,
45785,45785,57,160,57,160,507.27,516.70,9.43,1,1,10.00,1,10,3.93,
45786,45786,57,372,57,372,507.27,514.50,7.23,1,1,10.00,1,5,3.50,
45787,45787,77,294,77,294,507.27,512.30,5.03,1,1,10.00,1,0,2.89,
45788,45788,92,362,92,362,507.27,514.20,6.93,1,1,10.00,1,5,4.20,
45789,45789,77,394,77,394,507.27,513.70,6.43,1,1,10.00,1,10,2.74,
45790,45790,92,201,92,201,507.27,515.30,8.03,1,1,10.00,1,5,4.65,
45791,45791,77,210,77,210,507.27,518.00,10.73,1,1,10.00,1,10,3.75,
45792,45792,92,263,92,263,507.27,514.90,7.63,1,1,10.00,1,0,4.32,
45793,45793,92,257,92,257,507.27,544.00,36.73,1,1,10.00,1,5,3.43,
45794,45794,92,157,92,157,507.27,515.20,7.93,1,1,10.00,1,5,5.63,
45795,45795,57,323,57,323,507.27,513.20,5.93,1,1,10.00,1,10,2.86,
45796,45796,104,327,104,327,507.27,515.80,8.53,1,1,10.00,1,15,5.15,
45797,45797,57,362,57,362,507.27,514.40,7.13,1,1,10.00,1,0,2.90,
45798,45798,57,240,57,240,507.27,515.70,8.43,1,1,10.00,1,5,3.49,
45799,45799,57,266,57,266,507.27,514.50,7.23,1,1,10.00,1,15,3.54,
45800,45800,77,122,77,122,507.27,516.30,9.03,1,1,10.00,1,10,4.04,
45801,45801,77,293,77,293,507.27,512.60,5.33,1,1,10.00,1,10,2.95,
45802,45802,92,202,92,202,507.27,543.70,36.43,1,1,10.00,1,0,3.25,
45803,45803,16,229,16,229,507.27,542.20,34.93,1,1,10.00,1,15,2.11,
45804,45804,77,211,77,211,507.27,518.30,11.03,1,1,10.00,1,15,3.81,
45805,45805,104,230,104,230,507.27,545.80,38.53,1,1,10.00,1,0,4.42,
45806,45806,104,19,104,19,507.27,545.40,38.13,1,1,10.00,1,10,4.21,
45807,45807,57,384,57,384,507.27,513.50,6.23,1,1,10.00,1,0,2.96,
45808,45808,57,322,57,322,507.27,517.70,10.43,1,1,10.00,1,5,4.00,
45809,45809,104,328,104,328,507.27,514.30,7.03,1,1,10.00,1,15,5.46,
45810,45810,77,292,77,292,507.27,512.70,5.43,1,1,10.00,1,0,3.02,
45811,45811,92,262,92,262,507.27,516.30,9.03,1,1,10.00,1,5,4.69,
45812,45812,16,228,16,228,507.27,511.30,4.03,1,1,10.00,1,15,1.02,
45813,45813,92,203,92,203,507.27,517.00,9.73,1,1,10.00,1,0,4.52,
45814,45814,57,286,57,286,507.27,545.00,37.73,1,1,10.00,1,10,3.50,
45815,45815,77,214,77,214,507.27,515.50,8.23,1,1,10.00,1,10,3.86,
45816,45816,16,321,16,321,507.27,511.30,4.03,1,1,10.00,1,5,0.99,
45817,45817,104,329,104,329,507.27,517.50,10.23,1,1,10.00,1,15,4.23,
45818,45818,104,21,104,21,507.27,516.00,8.73,1,1,10.00,1,5,5.17,
45819,45819,77,291,77,291,507.27,512.90,5.63,1,1,10.00,1,10,3.08,
45820,45820,92,330,92,330,507.27,516.80,9.53,1,1,10.00,1,5,3.31,
45821,45821,57,321,57,321,507.27,515.70,8.43,1,1,10.00,1,5,3.65,
45822,45822,16,227,16,227,507.27,542.10,34.83,1,1,10.00,1,5,1.98,
45823,45823,77,250,77,250,507.27,513.40,6.13,1,1,10.00,1,5,3.14,
45824,45824,77,270,77,270,507.27,514.80,7.53,1,1,10.00,1,0,3.40,
45825,45825,57,165,57,165,507.27,516.70,9.43,1,1,10.00,1,10,4.05,
45826,45826,92,204,92,204,507.27,543.50,36.23,1,1,10.00,1,5,3.13,
45827,45827,92,290,92,290,507.27,516.50,9.23,1,1,10.00,1,10,3.19,
45828,45828,77,290,77,290,507.27,514.50,7.23,1,1,10.00,1,15,3.40,
45829,45829,104,231,104,231,507.27,517.30,10.03,1,1,10.00,1,0,5.13,
45830,45830,77,215,77,215,507.27,515.40,8.13,1,1,10.00,1,10,4.07,
45831,45831,57,271,57,271,507.27,515.20,7.93,1,1,10.00,1,15,3.40,
45832,45832,92,239,92,239,507.27,516.50,9.23,1,1,10.00,1,0,3.25,
45833,45833,104,330,104,330,507.27,517.60,10.33,1,1,10.00,1,10,4.30,
45834,45834,77,289,77,289,507.27,514.90,7.63,1,1,10.00,1,0,3.46,
45835,45835,16,436,16,436,507.27,511.90,4.63,1,1,10.00,1,15,1.67,
45836,45836,57,267,57,267,507.27,545.80,38.53,1,1,10.00,1,10,3.68,
45837,45837,57,292,57,292,507.27,515.00,7.73,1,1,10.00,1,15,3.22,
45838,45838,57,320,57,320,507.27,514.90,7.63,1,1,10.00,1,5,3.40,
45839,45839,77,216,77,216,507.27,546.30,39.03,1,1,10.00,1,0,4.10,
45840,45840,57,363,57,363,507.27,514.00,6.73,1,1,10.00,1,15,2.94,
45841,45841,92,205,92,205,507.27,517.10,9.83,1,1,10.00,1,10,3.25,
45842,45842,77,261,77,261,507.27,515.40,8.13,1,1,10.00,1,10,3.67,
45843,45843,16,320,16,320,507.27,511.30,4.03,1,1,10.00,1,15,0.93,
45844,45844,77,288,77,288,507.27,513.50,6.23,1,1,10.00,1,10,3.27,
45845,45845,77,217,77,217,507.27,546.30,39.03,1,1,10.00,1,5,4.09,
45846,45846,92,114,92,114,507.27,514.90,7.63,1,1,10.00,1,5,5.41,
45847,45847,77,287,77,287,507.27,517.20,9.93,1,1,10.00,1,15,3.80,
45848,45848,77,218,77,218,507.27,546.00,38.73,1,1,10.00,1,15,3.98,
45849,45849,104,334,104,334,507.27,516.10,8.83,1,1,10.00,1,0,5.08,
45850,45850,16,225,16,225,507.27,510.90,3.63,1,1,10.00,1,5,1.33,
45851,45851,16,319,16,319,507.27,511.50,4.23,1,1,10.00,1,15,1.18,
45852,45852,77,415,77,415,507.27,513.40,6.13,1,1,10.00,1,15,2.79,
45853,45853,57,319,57,319,507.27,514.60,7.33,1,1,10.00,1,15,3.50,
45854,45854,92,180,92,180,507.27,515.40,8.13,1,1,10.00,1,5,5.68,
45855,45855,92,261,92,261,507.27,516.70,9.43,1,1,10.00,1,5,4.59,
45856,45856,92,206,92,206,507.27,543.70,36.43,1,1,10.00,1,15,3.19,
45857,45857,77,286,77,286,507.27,545.10,37.83,1,1,10.00,1,10,3.55,
45858,45858,92,138,92,138,507.27,517.30,10.03,1,1,10.00,1,15,4.92,
45859,45859,77,219,77,219,507.27,514.10,6.83,1,1,10.00,1,15,3.35,
45860,45860,92,306,92,306,507.27,515.50,8.23,1,1,10.00,1,5,2.82,
45861,45861,57,314,57,314,507.27,514.70,7.43,1,1,10.00,1,15,3.78,
45862,45862,77,285,77,285,507.27,545.50,38.23,1,1,10.00,1,10,3.62,
45863,45863,77,220,77,220,507.27,514.30,7.03,1,1,10.00,1,5,3.41,
45864,45864,92,142,92,142,507.27,516.90,9.63,1,1,10.00,1,10,4.71,
45865,45865,104,335,104,335,507.27,515.90,8.63,1,1,10.00,1,15,5.02,
45866,45866,16,224,16,224,507.27,512.40,5.13,1,1,10.00,1,0,1.29,
45867,45867,104,235,104,235,507.27,545.90,38.63,1,1,10.00,1,15,4.41,
45868,45868,77,284,77,284,507.27,514.60,7.33,1,1,10.00,1,10,3.15,
45869,45869,57,268,57,268,507.27,545.90,38.63,1,1,10.00,1,15,3.75,
45870,45870,77,221,77,221,507.27,515.30,8.03,1,1,10.00,1,15,3.48,
45871,45871,92,377,92,377,507.27,517.10,9.83,1,1,10.00,1,5,3.19,
45872,45872,16,318,16,318,507.27,511.50,4.23,1,1,10.00,1,15,1.12,
45873,45873,57,318,57,318,507.27,518.30,11.03,1,1,10.00,1,0,3.87,
45874,45874,77,283,77,283,507.27,515.50,8.23,1,1,10.00,1,0,3.43,
45875,45875,77,222,77,222,507.27,516.60,9.33,1,1,10.00,1,10,3.77,
45876,45876,92,207,92,207,507.27,515.90,8.63,1,1,10.00,1,0,4.61,
45877,45877,92,235,92,235,507.27,517.10,9.83,1,1,10.00,1,15,3.50,
45878,45878,104,336,104,336,507.27,515.80,8.53,1,1,10.00,1,0,4.96,
45879,45879,92,260,92,260,507.27,515.50,8.23,1,1,10.00,1,10,4.55,
45880,45880,16,223,16,223,507.27,510.70,3.43,1,1,10.00,1,0,1.20,
45881,45881,57,410,57,410,507.27,513.60,6.33,1,1,10.00,1,0,2.73,
45882,45882,92,258,92,258,507.27,516.20,8.93,1,1,10.00,1,5,4.67,
45883,45883,77,282,77,282,507.27,545.80,38.53,1,1,10.00,1,15,3.80,
45884,45884,104,236,104,236,507.27,518.40,11.13,1,1,10.00,1,5,4.60,
45885,45885,77,223,77,223,507.27,516.00,8.73,1,1,10.00,1,10,3.64,
45886,45886,92,150,92,150,507.27,517.80,10.53,1,1,10.00,1,10,3.25,
45887,45887,104,337,104,337,507.27,516.20,8.93,1,1,10.00,1,15,5.40,
45888,45888,92,241,92,241,507.27,514.50,7.23,1,1,10.00,1,0,4.34,
45889,45889,92,289,92,289,507.27,514.20,6.93,1,1,10.00,1,5,3.99,
45890,45890,92,166,92,166,507.27,517.50,10.23,1,1,10.00,1,5,3.38,
45891,45891,92,211,92,211,507.27,516.80,9.53,1,1,10.00,1,0,3.07,
45892,45892,77,281,77,281,507.27,515.10,7.83,1,1,10.00,1,0,3.54,
45893,45893,16,317,16,317,507.27,511.30,4.03,1,1,10.00,1,5,1.06,
45894,45894,92,208,92,208,507.27,544.00,36.73,1,1,10.00,1,10,3.31,
45895,45895,57,359,57,359,507.27,514.30,7.03,1,1,10.00,1,15,3.28,
45896,45896,77,224,77,224,507.27,516.80,9.53,1,1,10.00,1,5,3.89,
45897,45897,57,344,57,344,507.27,515.00,7.73,1,1,10.00,1,10,2.96,
45898,45898,57,270,57,270,507.27,514.90,7.63,1,1,10.00,1,5,3.64,
45899,45899,92,435,92,435,507.27,517.80,10.53,1,1,10.00,1,0,3.62,
45900,45900,104,338,104,338,507.27,517.20,9.93,1,1,10.00,1,15,4.05,
45901,45901,57,317,57,317,507.27,514.40,7.13,1,1,10.00,1,10,3.12,
45902,45902,16,221,16,221,507.27,511.60,4.33,1,1,10.00,1,10,1.45,
45903,45903,57,269,57,269,507.27,546.20,38.93,1,1,10.00,1,5,3.81,
45904,45904,77,280,77,280,507.27,514.90,7.63,1,1,10.00,1,10,3.37,
45905,45905,104,237,104,237,507.27,518.20,10.93,1,1,10.00,1,0,4.36,
45906,45906,77,225,77,225,507.27,514.40,7.13,1,1,10.00,1,10,3.70,
45907,45907,77,243,77,243,507.27,516.80,9.53,1,1,10.00,1,0,3.83,
45908,45908,57,241,57,241,507.27,514.10,6.83,1,1,10.00,1,5,3.21,
45909,45909,77,264,77,264,507.27,515.20,7.93,1,1,10.00,1,5,3.24,
45910,45910,92,334,92,334,507.27,516.00,8.73,1,1,10.00,1,10,4.67,
45911,45911,77,279,77,279,507.27,515.00,7.73,1,1,10.00,1,15,3.68,
45912,45912,77,226,77,226,507.27,546.80,39.53,1,1,10.00,1,10,3.93,
45913,45913,77,441,77,441,507.27,512.70,5.43,1,1,10.00,1,0,2.77,
45914,45914,92,209,92,209,507.27,515.30,8.03,1,1,10.00,1,5,4.09,
45915,45915,57,282,57,282,507.27,514.10,6.83,1,1,10.00,1,0,3.41,
45916,45916,92,259,92,259,507.27,544.40,37.13,1,1,10.00,1,5,3.30,
45917,45917,104,260,104,260,507.27,517.80,10.53,1,1,10.00,1,15,4.17,
45918,45918,104,339,104,339,507.27,515.90,8.63,1,1,10.00,1,10,5.04,
45919,45919,16,220,16,220,507.27,511.40,4.13,1,1,10.00,1,0,2.34,
45920,45920,16,316,16,316,507.27,511.40,4.13,1,1,10.00,1,5,1.00,
45921,45921,77,278,77,278,507.27,515.20,7.93,1,1,10.00,1,0,3.49,
45922,45922,104,238,104,238,507.27,545.50,38.23,1,1,10.00,1,15,4.22,
45923,45923,57,226,57,226,507.27,516.50,9.23,1,1,10.00,1,5,3.59,
45924,45924,57,316,57,316,507.27,518.40,11.13,1,1,10.00,1,10,4.25,
45925,45925,92,416,92,416,507.27,515.80,8.53,1,1,10.00,1,5,4.61,
45926,45926,104,340,104,340,507.27,515.70,8.43,1,1,10.00,1,15,4.80,
45927,45927,16,315,16,315,507.27,511.20,3.93,1,1,10.00,1,10,0.93,
45928,45928,16,418,16,418,507.27,512.50,5.23,1,1,10.00,1,15,1.97,
45929,45929,16,384,16,384,507.27,511.90,4.63,1,1,10.00,1,10,1.40,
45930,45930,16,219,16,219,507.27,511.40,4.13,1,1,10.00,1,5,2.28,
45931,45931,104,239,104,239,507.27,545.40,38.13,1,1,10.00,1,15,4.16,
45932,45932,16,419,16,419,507.27,512.40,5.13,1,1,10.00,1,0,1.91,
45933,45933,16,192,16,192,507.27,510.30,3.03,1,1,10.00,1,10,0.71,
45934,45934,92,171,92,171,507.27,544.80,37.53,1,1,10.00,1,5,3.56,
45935,45935,57,180,57,180,507.27,546.50,39.23,1,1,10.00,1,10,4.00,
45936,45936,92,183,92,183,507.27,517.50,10.23,1,1,10.00,1,5,4.65,
45937,45937,92,140,92,140,507.27,517.30,10.03,1,1,10.00,1,10,4.80,
45938,45938,57,245,57,245,507.27,546.60,39.33,1,1,10.00,1,5,3.68,
45939,45939,57,315,57,315,507.27,519.00,11.73,1,1,10.00,1,0,3.89,
45940,45940,16,314,16,314,507.27,511.00,3.73,1,1,10.00,1,15,0.87,
45941,45941,77,393,77,393,507.27,513.00,5.73,1,1,10.00,1,5,2.69,
45942,45942,104,371,104,371,507.27,515.50,8.23,1,1,10.00,1,10,4.83,
45943,45943,16,191,16,191,507.27,510.60,3.33,1,1,10.00,1,10,0.77,
45944,45944,104,240,104,240,507.27,517.90,10.63,1,1,10.00,1,10,4.22,
45945,45945,92,327,92,327,507.27,514.50,7.23,1,1,10.00,1,15,3.99,
45946,45946,57,416,57,416,507.27,513.80,6.53,1,1,10.00,1,5,2.91,
45947,45947,104,341,104,341,507.27,515.60,8.33,1,1,10.00,1,0,4.74,
45948,45948,16,218,16,218,507.27,511.30,4.03,1,1,10.00,1,0,2.25,
45949,45949,104,372,104,372,507.27,516.00,8.73,1,1,10.00,1,15,4.90,
45950,45950,16,190,16,190,507.27,510.70,3.43,1,1,10.00,1,5,0.83,
45951,45951,92,305,92,305,507.27,515.90,8.63,1,1,10.00,1,10,2.82,
45952,45952,104,241,104,241,507.27,518.10,10.83,1,1,10.00,1,15,4.34,
45953,45953,104,373,104,373,507.27,517.60,10.33,1,1,10.00,1,0,4.17,
45954,45954,16,189,16,189,507.27,510.80,3.53,1,1,10.00,1,0,0.89,
45955,45955,92,379,92,379,507.27,515.60,8.33,1,1,10.00,1,0,4.50,
45956,45956,16,312,16,312,507.27,509.40,2.13,1,1,10.00,1,0,1.03,
45957,45957,104,374,104,374,507.27,515.70,8.43,1,1,10.00,1,15,5.11,
45958,45958,16,188,16,188,507.27,512.80,5.53,1,1,10.00,1,5,1.22,
45959,45959,104,242,104,242,507.27,517.10,9.83,1,1,10.00,1,5,5.40,
45960,45960,104,342,104,342,507.27,517.30,10.03,1,1,10.00,1,10,4.01,
45961,45961,92,284,92,284,507.27,543.50,36.23,1,1,10.00,1,15,2.94,
45962,45962,16,217,16,217,507.27,542.60,35.33,1,1,10.00,1,10,2.09,
45963,45963,16,311,16,311,507.27,511.00,3.73,1,1,10.00,1,15,0.96,
45964,45964,104,375,104,375,507.27,517.40,10.13,1,1,10.00,1,10,4.05,
45965,45965,16,187,16,187,507.27,512.90,5.63,1,1,10.00,1,0,1.29,
45966,45966,92,372,92,372,507.27,517.20,9.93,1,1,10.00,1,5,3.25,
45967,45967,57,341,57,341,507.27,514.00,6.73,1,1,10.00,1,10,3.19,
45968,45968,57,364,57,364,507.27,515.40,8.13,1,1,10.00,1,5,3.23,
45969,45969,92,446,92,446,507.27,514.90,7.63,1,1,10.00,1,5,4.24,
45970,45970,104,243,104,243,507.27,518.10,10.83,1,1,10.00,1,5,4.29,
45971,45971,104,376,104,376,507.27,515.40,8.13,1,1,10.00,1,5,4.61,
45972,45972,16,186,16,186,507.27,513.00,5.73,1,1,10.00,1,5,1.12,
45973,45973,104,191,104,191,507.27,516.70,9.43,1,1,10.00,1,0,5.22,
45974,45974,77,273,77,273,507.27,513.40,6.13,1,1,10.00,1,10,3.08,
45975,45975,92,364,92,364,507.27,515.80,8.53,1,1,10.00,1,5,4.69,
45976,45976,16,310,16,310,507.27,509.80,2.53,1,1,10.00,1,0,1.16,
45977,45977,77,424,77,424,507.27,513.60,6.33,1,1,10.00,1,0,2.40,
45978,45978,57,246,57,246,507.27,514.10,6.83,1,1,10.00,1,0,3.33,
45979,45979,77,442,77,442,507.27,514.40,7.13,1,1,10.00,1,10,2.93,
45980,45980,104,343,104,343,507.27,515.80,8.53,1,1,10.00,1,15,5.09,
45981,45981,77,421,77,421,507.27,513.90,6.63,1,1,10.00,1,5,2.51,
45982,45982,104,377,104,377,507.27,518.70,11.43,1,1,10.00,1,15,4.43,
45983,45983,16,185,16,185,507.27,510.80,3.53,1,1,10.00,1,10,1.14,
